,ku_eda,sk_eda,dynrange,slope,variance,entropy,insc,fd_mean,max_scr,min_scr,nSCR,meanAmpSCR,meanRespSCR,sumAmpSCR,sumRespSCR,Participant ID,Video ID,Gender,CMA,Video_ID_number,Valence,Arousal,Dominance,significance,arousal_category,valence_category,taskwiselabel,three_class_label
29,0.3897086189638014,0.14366126641337357,0.9999998880968252,0.39729439760765795,0.08991890829917482,0.5254235211489751,0.2728996603943948,0.6688344574423956,0.21279825155101245,0.19841605731820278,0.01705571011399505,0.7460894093614445,1.0,0.19573568713476516,0.576039826992777,21,V2,Male,LVLA,2,3.0,3.0,3.0,3.0,0,0,0,1
30,1.0,1.0,0.9999998719142538,0.5019110950262735,0.2610981627449545,0.6200181523053137,0.3461990137155983,1.0,0.1529866027774842,0.7568905638211976,0.14563421048967268,0.15461556450047326,0.048270893371757925,0.119024793214037,0.16696241523541355,21,V3,Male,LVHA,3,2.0,1.0,2.0,4.0,0,0,0,0
31,0.039401042602207094,0.4054571220870893,0.9999998437968948,0.5085108991958605,0.022677830022556383,0.6334468099928587,0.4489911749520966,0.5386096138662767,0.05653613903236565,0.920848298293559,0.170074641868671,0.06467976538026521,0.08978746397694524,0.05616499988328836,0.38285319762198233,21,V4,Male,LVHA,4,3.0,2.0,3.0,1.0,0,0,0,0
32,0.061661606116326415,0.1313877127376612,0.9999998476216515,0.18108049795472408,0.23712786216108034,0.29200668116972217,0.38363445253136413,0.14018963168129128,0.1809303518618964,0.7960137077548708,0.5136160139316492,0.16489530697420668,0.006381226842321945,0.3667013133654428,0.11149921406445573,21,V5,Male,HVHA,5,5.0,4.0,3.0,2.0,1,1,1,1
33,0.0,0.3473848417578413,0.9999998546653093,0.9606702793980907,0.37725074386282215,0.3769713501298386,0.27738337706846533,0.9532864222493647,0.06006124749043335,0.8928396442968548,0.2984287921632547,0.09299264163214288,0.0628859613009469,0.1279536936074688,0.39310068735152304,21,V6,Male,HVLA,6,5.0,3.0,5.0,3.0,0,1,1,2
34,0.06626994301781004,0.421970219010975,0.9999998450030054,0.48529507308205705,0.06938615825146859,0.5142456665777679,0.5444849469236087,0.5754233918709781,0.1062850194364403,0.8716297497876597,0.3601758292026268,0.1289300247854663,0.02678805344511397,0.20869156856116758,0.251392564798122,21,V7,Male,HVHA,7,5.0,4.0,5.0,5.0,1,1,1,1
35,0.05753725917630287,0.45238602054671817,0.9999998457561221,0.6758504975551152,0.1371567834376729,0.4600690561923746,0.49914263444161394,0.5925070894687414,0.17448083975166115,0.815479665249374,0.1011010796295059,0.17971228440587358,0.12355907780979829,0.1067034664381174,0.3471129756305352,21,V8,Male,HVLA,8,1.0,2.0,2.0,1.0,0,0,1,2
36,0.11182835970011618,0.439054286488352,0.9999998760671482,0.5840670916099457,0.08604017264263679,0.6625676658290134,0.1572921567799999,0.6828194177049458,0.1233832980538251,0.8541842388229555,0.28298997856447894,0.11403720405993441,0.03984704056750167,0.14982430845219138,0.29682168190157165,24,0,Female,Baseline,0,4.0,2.0,4.0,3.0,0,1,0,1
37,0.05222626829169977,0.35520322464752624,0.9999998627337187,0.42794512908495486,0.057413742946410454,0.6831641494508203,0.18849962249962926,0.44481217273372814,0.07109548995582356,0.9187898289534974,0.17405521872110027,0.07127038348330202,0.058357348703170026,0.06299235417474058,0.26728582969881765,24,V1,Female,LVLA,1,2.0,4.0,3.0,3.0,1,0,0,1
38,0.024612119384114298,0.2378143956881264,0.9999998832487218,0.26884162684690416,0.2244572528259656,0.5463111609070213,0.17268251015810537,0.32370588916137233,0.1114030881371758,0.9295527695142086,0.04433244543247057,0.17681486021004933,0.015129682997118157,0.06532991152105559,0.03316949029855456,24,V2,Female,LVLA,2,1.0,3.0,3.0,3.0,0,0,0,1
39,0.06573834593327169,0.24145776687404621,0.999999856676313,0.4797977437961511,0.08940470131523828,0.609366282128394,0.27759815505235863,0.5524275899547373,0.15714725600296844,0.8033371115727388,0.20739615178704782,0.16621791067509123,0.01811445039110746,0.14975277137515594,0.09690220386409815,24,V3,Female,LVHA,3,1.0,4.0,3.0,2.0,1,0,0,0
40,0.014492595366956532,0.2654446366967983,0.9999998832032603,0.25560183694485566,0.29557335540951046,0.6007720087771635,0.2114265093296921,0.31927650987326184,0.12449693152537868,0.9050377138006545,0.03515778970195123,0.14438311611224966,0.04466858789625361,0.04809501049906838,0.0722836362498187,24,V4,Female,LVHA,4,1.0,3.0,3.0,3.0,0,0,0,0
41,0.2031794883161954,0.5634841349645549,0.9999998495164476,0.6025244237834634,0.03472185259281993,0.3019249162302966,0.16351809661350858,0.5567944666435094,0.207705141999755,0.9027495582289793,0.30261317997532555,0.2161158039075144,0.009005763688760809,0.30024891024098227,0.10553261031223614,24,V5,Female,HVHA,5,2.0,3.0,3.0,3.0,0,0,1,1
42,0.040010772358402835,0.39785211985084507,0.9999998729569681,0.2000954163412958,0.18022262597256192,0.3739714196170514,0.11322307220298462,0.20585524263949323,0.01601189033886095,0.9749009882188006,0.33862438850175514,0.007752166782755619,0.036023054755043235,0.012464011612223143,0.28545867103936795,24,V6,Female,HVLA,6,4.0,2.0,3.0,3.0,0,1,1,2
43,0.06062919352376533,0.3082386239190043,0.999999880815671,0.3494822063233375,0.30997302953306105,0.5087331952098944,0.23647838438300658,0.2688123880258192,0.29119283156401515,0.7374072080525468,0.05205830064683947,0.37839958946890684,0.09438040345821325,0.15143234667160668,0.11381047900599517,24,V7,Female,HVHA,7,3.0,3.0,3.0,2.0,0,0,1,1
44,0.025481754187923644,0.3966344776664295,0.9999998721147438,0.1676419506742809,0.3168756367908749,0.46498011222454405,0.17904743422681316,0.19174639786725067,0.06836742488653424,0.9255463331897251,0.09612168834926199,0.07736838339554977,0.08303314121037464,0.04443898237376775,0.23204247469402312,24,V8,Female,HVLA,8,5.0,1.0,4.0,2.0,0,1,1,2
45,0.033306190603313524,0.2869106146579134,0.9999998849758723,0.4278753283339396,0.16246269030796265,0.6271565440401328,0.18915921761652366,0.48280919681375034,0.10664728621142673,0.9180305861077825,0.2220744652223036,0.13205037374051312,0.07084534101825168,0.14159963496839686,0.34683650022095047,29,0,Male,Baseline,0,5.0,3.0,5.0,4.0,0,1,0,1
46,0.047565184445532316,0.45564754998202706,0.9999998701317686,0.448417049437025,0.028416673280147634,0.6572775213685018,0.06399257997711685,0.4769450536450088,0.0044533752694650075,0.9965531371032366,0.2577895748245995,0.002696009435367623,0.08769976421273251,0.0033538320457358467,0.48477973441607825,29,V1,Male,LVLA,1,3.0,3.0,4.0,4.0,0,0,0,1
47,0.014151530294970169,0.40279220852196757,0.9999998434351778,0.5114322609219634,0.00033827153744579334,0.5457373823548437,0.022441667965425013,0.5436794959343257,0.00034063909166243047,0.998870508185991,0.49836810317411084,0.0004888916537908708,0.01981268011527378,0.0019074331989386367,0.28759860577267293,29,V2,Male,LVLA,2,3.0,2.0,5.0,3.0,0,0,0,1
48,0.06039475065786922,0.5135807947968367,0.9999998466895226,0.5338916706885359,0.0011625052511609031,0.6455073913709519,0.02876738731396124,0.5600753689713159,0.0031893035165435337,0.9955871580198465,0.19153264315458327,0.001890939678767095,0.042026897214217096,0.002062151437217794,0.22050573704299964,29,V3,Male,LVHA,3,4.0,3.0,5.0,4.0,0,1,0,0
49,0.07131332318169521,0.4788143452298247,0.9999998682775507,0.46720527959849306,0.014660788461029277,0.6409457581782503,0.04620130750639921,0.48995990030335523,0.002201259366455714,0.9988128479867602,0.3751956911696347,0.0010015236134868354,0.035662824207492796,0.0023752521728307185,0.26045564057555126,29,V4,Male,LVHA,4,4.0,3.0,5.0,4.0,0,1,0,0
50,0.04331480234900234,0.4928286478894498,0.999999859297736,0.5987381454565011,0.010131264752415894,0.28825105205705936,0.009450290045353436,0.6214580251525426,0.009697881875193385,0.9781999609407339,0.1022698724321921,0.0018157852308111964,0.0,0.001142011458828562,0.022195404895261908,29,V5,Male,HVHA,5,5.0,4.0,4.0,4.0,1,1,1,1
51,0.05490341453031839,0.41365983289866576,0.999999843191985,0.5114275326908354,0.00017382550075172276,0.3981851103722098,0.012808359978769213,0.5390245765386471,0.0,0.9998920170824886,0.6685527439750474,0.00029909774579392695,0.01585014409221902,0.0022380313464545813,0.3127386054120572,29,V6,Male,HVLA,6,4.0,1.0,5.0,4.0,0,1,1,2
52,0.011195615103411632,0.2736551595544952,0.9999998430359777,0.5130843505041951,0.000201364069375524,0.5060587910129737,0.017740690678457505,0.5428786333569,0.000570531107875621,0.9999999999999999,0.4357878876900262,9.311362440200571e-05,0.012067723342939485,0.000926487189195803,0.17301330247712127,29,V7,Male,HVHA,7,5.0,4.0,5.0,4.0,1,1,1,1
53,0.0144029461996973,0.3992775119892427,0.9999998458104844,0.5021105497553862,0.0009944987221313765,0.4711974300244175,0.019612766701767783,0.5348034732884707,0.0013234162413612556,0.9980907037673566,0.35625442412315456,0.002287538585361767,0.060758885686839584,0.00431098132019971,0.41758497137338224,29,V8,Male,HVLA,8,4.0,3.0,5.0,4.0,0,1,1,2
54,0.2779807376324619,0.6387720969376147,0.9999998562749794,0.619161228726208,0.18128296671058802,0.6252400985151962,0.5165589922320328,0.8323798170626382,0.336978846113396,0.5353654911658925,0.25616663605315626,0.3206522523067757,0.041524757663086206,0.3864776793429127,0.2807052419160052,2,0,Female,Baseline,0,3.0,4.0,4.0,3.0,1,0,0,1
55,0.15512352899860565,0.49074570999224354,0.9999998704182527,0.1543045873118984,1.0000000000000002,0.6910882296861525,0.717990338755021,0.3019396706492379,0.5699254546776912,0.686073712340463,0.2920796985106058,0.31757256178455173,0.02073898723754632,0.427758695864687,0.1913073975422436,2,V1,Female,LVLA,1,2.0,3.0,5.0,4.0,0,0,0,1
56,0.05494874139803407,0.4103467459759094,0.9999998508885449,0.29925932113557013,0.17664991627242876,0.5424204534737362,0.4194362427146906,0.35101190374875946,0.26228708441199833,0.8571508253693481,0.14439642506530134,0.3360224665829974,0.045965417867435174,0.2139891928142001,0.154307654226475,2,V2,Female,LVLA,2,1.0,3.0,4.0,4.0,0,0,0,1
57,0.05734591085319019,0.35711448151408626,0.9999998477805863,0.5082862970213489,0.08326372298931992,0.6178856932476293,0.4857210893757757,0.5761363055318358,0.30734933485468385,0.8283095048117805,0.31726373125924945,0.29181090563290346,0.027377521613832865,0.3896016206666948,0.20850113799018719,2,V3,Female,LVHA,3,3.0,4.0,3.0,4.0,1,0,0,0
58,0.4680122938232727,0.7242081629908745,0.9999998767063533,0.49720173885910623,0.6526819542428184,0.6246785873232952,0.4888419013565956,0.5848473676970594,0.9284951807356057,0.2823342786993238,0.17081637408363914,0.6124534242596156,0.028728386167146982,0.5317874373508549,0.14916223779663906,2,V4,Female,LVHA,4,4.0,2.0,2.0,4.0,0,1,0,0
59,0.045314123557831876,0.4089494815194529,0.9999998554028572,0.12508656713695376,0.18574086131210812,0.28396861352653646,0.2070286712419289,0.1576753045456541,0.08048535054579353,0.7971152377613495,0.20931693539894483,0.10344843328632619,0.03656340057636888,0.10577646198373002,0.1676611352654024,2,V5,Female,HVHA,5,5.0,5.0,2.0,4.0,1,1,1,1
60,0.1613329630673872,0.5366260342430049,0.9999998566614442,0.5661900096515835,0.16812565143785888,0.36536685144938463,0.24258407027385234,0.531083687579886,0.38850851342553566,0.7141634959270597,0.17362014620191524,0.3993841915075398,0.020028818443804036,0.35127270399677185,0.11732623722225932,2,V6,Female,HVLA,6,3.0,5.0,4.0,2.0,1,0,1,2
61,0.1196808924800875,0.5282679962639706,0.9999998730445907,0.7672497942315456,0.7795739964825474,0.511908990427016,0.3500756113398934,0.9092724963678807,0.3850321634319031,0.6965035218629622,0.32014640653878024,0.4910598675426612,0.008885686839577328,0.715495364413446,0.10514465278028438,2,V7,Female,HVHA,7,2.0,4.0,3.0,2.0,1,0,1,1
62,0.08555157541112975,0.4511903078618008,0.9999998537315382,0.33265301290318805,0.12277695354860264,0.4808138513086293,0.28721216222584317,0.40941447546151477,0.20428798657931097,0.874383918077957,0.27598108103312746,0.22215408050248067,0.02905859750240154,0.28526588735080266,0.22893129141746832,2,V8,Female,HVLA,8,5.0,5.0,4.0,4.0,1,1,1,2
63,0.033621264198000614,0.35461225767254273,0.9999998697391844,0.5023144196653799,0.003377816702060996,0.7743926960050684,0.023671595520682712,0.5405529504530863,0.012536002102808873,0.9312931162897108,0.033700718539692864,0.019268392920603925,0.08141210374639771,0.006215826356976991,0.08966787731273443,31,0,Female,Baseline,0,5.0,4.0,1.0,3.0,1,1,0,1
64,0.09122882187652419,0.4632042505798567,0.9999998781152938,0.40953429483336423,0.09308710022187736,0.6778519402103926,0.1465150296203026,0.5090388768089876,0.12238647036087152,0.8218205233496516,0.34634179261660347,0.11230087929194928,0.025061753808151507,0.17571122909483894,0.22032482248937935,31,V1,Female,LVLA,1,5.0,5.0,3.0,3.0,1,1,0,1
65,0.10803303774804304,0.42232771447977746,0.9999998637381403,0.4377493862023331,0.040209492808044534,0.5766282687984523,0.1295659595996976,0.4710734317388753,0.13233753421295322,0.9154474139736779,0.07129052570670022,0.13419898413594422,0.03332132564841499,0.06387220205322909,0.08514455902239107,31,V2,Female,LVLA,2,5.0,4.0,3.0,3.0,1,1,0,1
66,0.07245986756899878,0.42072403745796816,0.9999998803076459,0.4701414013385032,0.12157544495791107,0.6312564935720202,0.16697355950185064,0.5314501965581675,0.13401021247298067,0.8162895038184513,0.193608847183506,0.1512548270878623,0.04466858789625361,0.14512442534331713,0.20620581209489014,31,V3,Female,LVHA,3,5.0,4.0,3.0,3.0,1,1,0,0
67,0.0816554601474606,0.4189791620059746,0.9999998696560158,0.4138865680202633,0.05962367185817336,0.6245285432750443,0.13890037145841463,0.4767473061591121,0.09110441446313908,0.9529130987498337,0.17081637408363914,0.06670522747377806,0.05238781391519144,0.05081161473468394,0.2084400061284487,31,V4,Female,LVHA,4,5.0,4.0,3.0,3.0,1,1,0,0
68,0.07532235248641204,0.39718049837625796,0.9999998525930416,0.47917181279308846,0.026795300306493245,0.32205494000123336,0.09823768843607865,0.4406825777322114,0.12673300371871773,0.8854178978096159,0.4828815502421102,0.14790717703500325,0.020172910662824218,0.3110575656788542,0.24349889976691,31,V5,Female,HVHA,5,5.0,4.0,3.0,3.0,1,1,1,1
69,0.12120073545942647,0.5079696156199806,0.9999998606094143,0.34286650575142374,0.07088687281201987,0.37476200911041513,0.11600166710558078,0.46105999613528537,0.16949779931097067,0.9284628441082814,0.21281391989263024,0.17916706227733414,0.021613832853025945,0.18544825540184803,0.14766527378938796,31,V6,Female,HVLA,6,5.0,4.0,3.0,3.0,1,1,1,2
70,0.062058895027053376,0.4157823205025844,0.999999853227862,0.43403202082549874,0.038979685299059146,0.5253213895613222,0.16417391561898909,0.4622506441077068,0.13775231335881447,0.9143822135080162,0.35046646170849416,0.15034399776560528,0.02443018077023842,0.21765790268005264,0.23000220089861081,31,V7,Female,HVHA,7,5.0,4.0,3.0,3.0,1,1,1,1
71,0.148650922084694,0.5121871429245749,0.9999998552961795,0.42369516925108897,0.0350826258432813,0.44422148252209936,0.13240886661449186,0.4743268147614183,0.13245207680909585,0.9204648895034878,0.22114733417060886,0.1651794618625901,0.08789625360230549,0.17643432343490892,0.46619159148860956,31,V8,Female,HVLA,8,5.0,4.0,3.0,3.0,1,1,1,2
72,0.03980718680213773,0.4166639073965185,0.9999998555167535,0.3945721342972439,0.4007271992272608,0.7538270595978132,0.6522937229196837,0.5769850075268422,0.3060655767680587,0.6520021124895679,0.03785367982760687,0.40721352181509574,0.07330691642651298,0.14016048365671788,0.11877654358988665,35,0,Male,Baseline,0,4.0,2.0,3.0,3.0,0,1,0,1
73,0.051557250977370246,0.40605831679600346,0.999999854683236,0.23897214210018247,0.4103792048615311,0.679002460465326,0.6310823431873696,0.24058999681774834,0.018174241260079358,0.986523813724512,0.3773034625137621,0.010742981843475068,0.015219740634005764,0.018763174146160102,0.18871850859632405,35,V1,Male,LVLA,1,3.0,3.0,3.0,3.0,0,0,0,1
74,0.05536676286176808,0.40909682462100927,0.9999998472695529,0.29225806498211615,0.17527140219242496,0.5592844018532692,0.6290170364311579,0.28916429489206896,0.0467740707964109,0.9667669432812566,0.3587824804549621,0.024820413419340583,0.02030390358920618,0.03742837786670189,0.19100885328633682,35,V2,Male,LVLA,2,3.0,3.0,3.0,3.0,0,0,0,1
75,0.05870394115303286,0.445827824335598,0.9999998489108116,0.31016840747867924,0.27598253585853477,0.6289822234034994,0.7414885675147509,0.32364401193336223,0.3055763033259217,0.8491549533125126,0.060893467703468124,0.2391974667864497,0.05817723342939482,0.10404346504033557,0.12457776050063285,35,V3,Male,LVHA,3,4.0,4.0,4.0,4.0,1,1,0,0
76,0.0856698896842011,0.45801296060412766,0.9999998457033538,0.39535446203157526,0.07822831755370388,0.644901795824901,0.6874779993593494,0.40593588814008974,0.07213109166814198,0.980030658185908,0.29986182589336074,0.04293419905309794,0.03652183551318998,0.0596004994924268,0.2923014075742202,35,V4,Male,LVHA,4,2.0,4.0,2.0,4.0,1,0,0,0
77,0.06049026095314228,0.42247419641211736,0.9999998456782223,0.21407110495140486,0.14046373946551027,0.32396523121125886,0.4270714894061001,0.21519267517897916,0.04845362368042169,0.9652327596998733,0.4338981568942267,0.060348474014793374,0.013976945244956775,0.11572694716120711,0.21947049133062632,35,V5,Male,HVHA,5,5.0,5.0,1.0,5.0,1,1,1,1
